report_section,report_category,change_id,area,change_type,difference_category,identifier,section,page,old_page,new_page,preview,display_title,old_value,new_value,detail,similarity
Critical Changes,Requirement changes,CHG-0199,requirement,modified,minor_wording_change,"Furthermore, when a non-speculative instruction fetch is performed, an implementation is permitted to additionally re...",,76,73,76,"Furthermore, when a non-speculative instruction fetch is performed, an implementation is permitted to additionally re...",Requirement modified,"Furthermore, when a non-speculative instruction fetch is performed, an implementation is permitted to additionally read any of the bytes within the next naturally aligned power-of-2 region of the same size (with the address of the region taken modulo 2 XLEN.","Furthermore, when a non-speculative instruction fetch is performed, an implementation is permitted to additionally read any of the bytes within the next naturally aligned power-of-2 region of the same size (with the address of the region taken modulo 2XLEN).",Changed '2 xlen.' to '2xlen).',0.9961
Critical Changes,Numeric changes,CHG-0200,requirement,modified,numeric_value_change,"As explained in Section 15.5.1, for the paged virtual-memory schemes (Sv32x4, Sv39x4, Sv48x4, and Sv57x4), the root p...",,169,177,169,"As explained in Section 15.5.1, for the paged virtual-memory schemes (Sv32x4, Sv39x4, Sv48x4, and Sv57x4), the root p...",Requirement modified,"As explained in Section 21.5.1, for the paged virtual-memory schemes (Sv32x4, Sv39x4, Sv48x4, and Sv57x4), the root page table is 16 KiB and must be aligned to a 16-KiB boundary.","As explained in Section 15.5.1, for the paged virtual-memory schemes (Sv32x4, Sv39x4, Sv48x4, and Sv57x4), the root page table is 16 KiB and must be aligned to a 16-KiB boundary.","Changed '21.5.1,' to '15.5.1,'",0.9944
Critical Changes,Requirement changes,CHG-0201,requirement,modified,minor_wording_change,"The PTE update must be atomic with respect to other accesses to the PTE, and must atomically perform all page-table w...",,138,142,138,"The PTE update must be atomic with respect to other accesses to the PTE, and must atomically perform all page-table w...",Requirement modified,"The PTE update must be atomic with respect to other accesses to the PTE, and must atomically perform all tablewalk checks for that leaf PTE as part of, and before, conditionally updating the PTE value.","The PTE update must be atomic with respect to other accesses to the PTE, and must atomically perform all page-table walk checks for that leaf PTE as part of, and before, conditionally updating the PTE value.",Changed 'tablewalk' to 'page-table walk',0.9853
Critical Changes,Numeric changes,CHG-0202,requirement,modified,numeric_value_change,"If the feature to return the faulting instruction bits is implemented, stval must also be able to hold all values les...",,128,132,128,"If the feature to return the faulting instruction bits is implemented, stval must also be able to hold all values les...",Requirement modified,"If the feature to return the faulting instruction bits is implemented, stval must also be able to hold all values less than , where is the smaller of SXLEN and ILEN.","If the feature to return the faulting instruction bits is implemented, stval must also be able to hold all values less than 2N, where N is the smaller of SXLEN and ILEN.","Changed ',' to '2n,'",0.988
Critical Changes,Numeric changes,CHG-0203,requirement,modified,numeric_value_change,"If both conditions are met, the value written to mtinst or htinst must be taken from Table 56; zero is not allowed.",,191,199,191,"If both conditions are met, the value written to mtinst or htinst must be taken from Table 56; zero is not allowed.",Requirement modified,"If both conditions are met, the value written to mtinst or htinst must be taken from Table 49; zero is not allowed.","If both conditions are met, the value written to mtinst or htinst must be taken from Table 56; zero is not allowed.",Changed '49;' to '56;',0.9826
Critical Changes,Numeric changes,CHG-0204,requirement,modified,numeric_value_change,"If the encoding in pte is reserved according to Table 42, then a page-fault exception must be raised.",,145,150,145,"If the encoding in pte is reserved according to Table 42, then a page-fault exception must be raised.",Requirement modified,"If the encoding in pte is reserved according to Table 36, then a page-fault exception must be raised.","If the encoding in pte is reserved according to Table 42, then a page-fault exception must be raised.","Changed '36,' to '42,'",0.9802
Critical Changes,Requirement changes,CHG-0205,requirement,modified,minor_wording_change,"Similarly, if henvcfg.PBMTE/ADUE need be world-switched, they should be switched after zeroing vsatp but before writi...",,183,192,183,"Similarly, if henvcfg.PBMTE/ADUE need be world-switched, they should be switched after zeroing vsatp but before writi...",Requirement modified,"Similarly, if henvcfg.PBMTE need be world-switched, it should be switched after zeroing vsatp but before writing the new vsatp value, obviating the need to execute an HFENCE.VVMA instruction.","Similarly, if henvcfg.PBMTE/ADUE need be world-switched, they should be switched after zeroing vsatp but before writing the new vsatp value, obviating the need to execute an HFENCE.VVMA instruction.",Changed 'henvcfg.pbmte' to 'henvcfg.pbmte/adue',0.9769
Critical Changes,Numeric changes,CHG-0206,requirement,modified,numeric_value_change,"In general, the PMP grain is 2G+2 bytes and must be the same across all PMP regions.",,79,76,79,"In general, the PMP grain is 2G+2 bytes and must be the same across all PMP regions.",Requirement modified,"In general, the PMP grain is bytes and must be the same across all PMP regions.","In general, the PMP grain is 2G+2 bytes and must be the same across all PMP regions.",Changed '' to '2g+2',0.9693
Critical Changes,Requirement changes,CHG-0207,requirement,modified,minor_wording_change,"Hart IDs might not necessarily be numbered contiguously in a multiprocessor system, but one hart must have a hart ID ...",,38,36,38,"Hart IDs might not necessarily be numbered contiguously in a multiprocessor system, but one hart must have a hart ID ...",Requirement modified,"Hart IDs might not necessarily be numbered contiguously in a multiprocessor system, but at least one hart must have a hart ID of zero.","Hart IDs might not necessarily be numbered contiguously in a multiprocessor system, but one hart must have a hart ID of zero.",Changed 'at least' to '',0.9653
Critical Changes,Numeric changes,CHG-0208,requirement,modified,numeric_value_change,"The conversion of an Sv32x4, Sv39x4, Sv48x4, or Sv57x4 guest physical address is accomplished with the same algorithm...",,181,190,181,"The conversion of an Sv32x4, Sv39x4, Sv48x4, or Sv57x4 guest physical address is accomplished with the same algorithm...",Requirement modified,"The conversion of an Sv32x4, Sv39x4, Sv48x4, or Sv57x4 guest physical address is accomplished with the same algorithm used for Sv32, Sv39, Sv48, or Sv57, as presented in Section 12.3.2, except that: ⚫hgatp substitutes for the usual satp; ⚫for the translation to begin, the effective privilege mode must be VS-mode or VU-mode; ⚫when checking the U bit, the current privilege mode is always taken to be U-mode; and ⚫guest-page-fault exceptions are raised instead of regular page-fault exceptions.","The conversion of an Sv32x4, Sv39x4, Sv48x4, or Sv57x4 guest physical address is accomplished with the same algorithm used for Sv32, Sv39, Sv48, or Sv57, as presented in Virtual Address Translation Process, except that: ⚫hgatp substitutes for the usual satp; ⚫for the translation to begin, the effective privilege mode must be VS-mode or VU-mode; ⚫when checking the U bit, the current privilege mode is always taken to be U-mode; and ⚫guest-page-fault exceptions are raised instead of regular page-fault exceptions.","Changed 'section 12.3.2,' to 'virtual address translation process,'",0.9514
Critical Changes,Numeric changes,CHG-0209,requirement,modified,numeric_value_change,(The supervisor physical memory attributes are the machine’s physical memory attributes as modified by physical memor...,,174,183,174,(The supervisor physical memory attributes are the machine’s physical memory attributes as modified by physical memor...,Requirement modified,"(The supervisor physical memory attributes are the machine’s physical memory attributes as modified by physical memory protection, Section 3.7, for supervisor level.)  HLVX cannot override machine-level physical memory protection (PMP), so attempting to read memory that PMP designates as execute-only still results in an access-fault exception.","(The supervisor physical memory attributes are the machine’s physical memory attributes as modified by physical memory protection, Physical Memory Protection, for supervisor level.)  HLVX cannot override machine-level physical memory protection (PMP), so attempting to read memory that PMP designates as execute-only still results in an access-fault exception.","Changed 'section 3.7,' to 'physical memory protection,'",0.9477
Critical Changes,Numeric changes,CHG-0210,requirement,modified,numeric_value_change,"This register must be readable in any implementation, but a value of 0 can be returned to indicate that the field is ...",,37,35,37,"This register must be readable in any implementation, but a value of 0 can be returned to indicate that the field is ...",Requirement modified,"This register must be readable in any implementation, but a value of 0 can be returned to indicate that the field is not implemented.","This register must be readable in any implementation, but a value of 0 can be returned to indicate that the field is not 3.1.",Changed 'implemented.' to '3.1.',0.9457
Critical Changes,Requirement changes,CHG-0211,requirement,modified,minor_wording_change," In particular, virtual-machine load/store (HLV, HLVX, or HSV) instructions that are mispredicted must not cause VS-...",,173,182,173," In particular, virtual-machine load/store (HLV, HLVX, or HSV) instructions that are mispredicted must not cause VS-...",Requirement modified," In particular, virtual-machine load/store (HLV, HLVX, or HSV) instructions that are misspeculatively executed must not cause VS-stage A bits to be set."," In particular, virtual-machine load/store (HLV, HLVX, or HSV) instructions that are mispredicted must not cause VS-stage A bits to be set.",Changed 'misspeculatively executed' to 'mispredicted',0.9352
Critical Changes,Numeric changes,CHG-0212,requirement,modified,numeric_value_change,"Undefined bits must be implemented as read-only 0, unless a custom extension is implemented and enabled (see Custom E...",,108,110,108,"Undefined bits must be implemented as read-only 0, unless a custom extension is implemented and enabled (see Custom E...",Requirement modified,"Undefined bits must be implemented as read-only 0, unless a custom extension is implemented and enabled (see Section 11.6).","Undefined bits must be implemented as read-only 0, unless a custom extension is implemented and enabled (see Custom Extensions).",Changed 'section 11.6).' to 'custom extensions).',0.9323
Critical Changes,Requirement changes,CHG-0213,requirement,modified,minor_wording_change," If the conditions that necessitate a pseudoinstruction value can ever occur for M-mode, then mtinst cannot be entir...",,192,200,192," If the conditions that necessitate a pseudoinstruction value can ever occur for M-mode, then mtinst cannot be entir...",Requirement modified,"The fact that such a page  If the conditions that necessitate a pseudoinstruction value can ever occur for M-mode, then mtinst cannot be entirely read-only zero; and likewise for HS-mode and htinst."," If the conditions that necessitate a pseudoinstruction value can ever occur for M-mode, then mtinst cannot be entirely read-only zero; and likewise for HS-mode and htinst.",Changed 'the fact that such a page' to '',0.9301
Critical Changes,Requirement strength changes,CHG-0214,requirement,modified,requirement_strength_change,"additionally apply to M-mode accesses, in which case the PMP registers themselves are locked, so that even M-mode sof...",,77,74,77,"additionally apply to M-mode accesses, in which case the PMP registers themselves are locked, so that even M-mode sof...",Requirement modified,"Optionally, PMP checks may additionally apply to M-mode accesses, in which case the PMP registers themselves are locked, so that even M-mode software cannot change them until the hart is reset.","additionally apply to M-mode accesses, in which case the PMP registers themselves are locked, so that even M-mode software cannot change them until the hart is reset.","Changed 'optionally, pmp checks may' to ''",0.9248
Critical Changes,Numeric changes,CHG-0215,requirement,modified,numeric_value_change,"Implementations are permitted to resume execution for any reason, even if an enabled interrupt has not 3.3.",,68,65,68,"Implementations are permitted to resume execution for any reason, even if an enabled interrupt has not 3.3.",Requirement modified,"Implementations are permitted to resume execution for any reason, even if an enabled interrupt has not become pending.","Implementations are permitted to resume execution for any reason, even if an enabled interrupt has not 3.3.",Changed 'become pending.' to '3.3.',0.9244
Critical Changes,Numeric changes,CHG-0216,requirement,modified,numeric_value_change," Matching VS CSRs exist only for the supervisor CSRs that must be duplicated, which are mainly those that get automa...",,157,166,157," Matching VS CSRs exist only for the supervisor CSRs that must be duplicated, which are mainly those that get automa...",Requirement modified," Matching VS CSRs exist only for the supervisor CSRs that must be duplicated, which are mainly those that get automatically written by traps or that impact instruction execution immediately after trap entry and/or right before SRET, when software alone 21.2."," Matching VS CSRs exist only for the supervisor CSRs that must be duplicated, which are mainly those that get automatically written by traps or that impact instruction execution immediately after trap entry and/or right before SRET, when software alone is unable to swap a CSR at exactly the right moment.",Changed '21.2.' to 'is unable to swap a csr at exactly the right moment.',0.9027
Critical Changes,Numeric changes,CHG-0217,requirement,modified,numeric_value_change,"Hence, to prevent speculative execution causing one guest’s VS-stage translations to be cached under another guest’s ...",,183,191,183,"Hence, to prevent speculative execution causing one guest’s VS-stage translations to be cached under another guest’s ...",Requirement modified,"Hence, to prevent speculative execution causing one guest’s VS-stage translations to be cached under another guest’s VMID, world-switch code should zero vsatp, then swap 21.5.","Hence, to prevent speculative execution causing one guest’s VS-stage translations to be cached under another guest’s VMID, world-switch code should zero vsatp, then swap hgatp, then finally write the new vsatp value.","Changed '21.5.' to 'hgatp, then finally write the new vsatp value.'",0.8747
Critical Changes,Numeric changes,CHG-0218,requirement,modified,numeric_value_change,"⚫If software modifies a leaf PTE, it should execute SFENCE.VMA with rs1 set to a virtual 12.2.",,135,139,135,"⚫If software modifies a leaf PTE, it should execute SFENCE.VMA with rs1 set to a virtual 12.2.",Requirement modified,"⚫If software modifies a leaf PTE, it should execute SFENCE.VMA with rs1 set to a virtual address within the page.","⚫If software modifies a leaf PTE, it should execute SFENCE.VMA with rs1 set to a virtual 12.2.",Changed 'address within the page.' to '12.2.',0.8696
